geoid,name,B01003001,"B01003001, Error"
15000US060371344213,"BG 3, Tract 1344.21, Los Angeles, CA",1103,319
15000US060371344221,"BG 1, Tract 1344.22, Los Angeles, CA",1066,315
15000US060371344222,"BG 2, Tract 1344.22, Los Angeles, CA",4013,669
15000US060371344231,"BG 1, Tract 1344.23, Los Angeles, CA",1669,366
15000US060371344232,"BG 2, Tract 1344.23, Los Angeles, CA",1748,314
15000US060371344241,"BG 1, Tract 1344.24, Los Angeles, CA",1622,310
15000US060371344242,"BG 2, Tract 1344.24, Los Angeles, CA",1213,252
15000US060371345201,"BG 1, Tract 1345.20, Los Angeles, CA",1490,566
15000US060371345202,"BG 2, Tract 1345.20, Los Angeles, CA",1190,493
15000US060371345203,"BG 3, Tract 1345.20, Los Angeles, CA",2498,482
15000US060371345211,"BG 1, Tract 1345.21, Los Angeles, CA",1325,326
15000US060371345212,"BG 2, Tract 1345.21, Los Angeles, CA",1411,328
15000US060371345221,"BG 1, Tract 1345.22, Los Angeles, CA",1009,344
15000US060371345222,"BG 2, Tract 1345.22, Los Angeles, CA",1732,532
15000US060371345223,"BG 3, Tract 1345.22, Los Angeles, CA",1780,852
15000US060371347101,"BG 1, Tract 1347.10, Los Angeles, CA",2509,504
15000US060371347102,"BG 2, Tract 1347.10, Los Angeles, CA",1486,500
15000US060371347103,"BG 3, Tract 1347.10, Los Angeles, CA",1309,432
15000US060371347201,"BG 1, Tract 1347.20, Los Angeles, CA",1832,595
15000US060371347202,"BG 2, Tract 1347.20, Los Angeles, CA",1922,445
15000US060371347203,"BG 3, Tract 1347.20, Los Angeles, CA",1791,646
15000US060371348011,"BG 1, Tract 1348.01, Los Angeles, CA",1601,320
15000US060371348012,"BG 2, Tract 1348.01, Los Angeles, CA",1350,515
15000US060371348021,"BG 1, Tract 1348.02, Los Angeles, CA",1665,498
15000US060371348022,"BG 2, Tract 1348.02, Los Angeles, CA",1458,611
15000US060371349011,"BG 1, Tract 1349.01, Los Angeles, CA",1026,218
15000US060371349012,"BG 2, Tract 1349.01, Los Angeles, CA",984,365
15000US060371349013,"BG 3, Tract 1349.01, Los Angeles, CA",459,216
15000US060371349041,"BG 1, Tract 1349.04, Los Angeles, CA",1214,358
15000US060371349042,"BG 2, Tract 1349.04, Los Angeles, CA",1592,461
15000US060371349043,"BG 3, Tract 1349.04, Los Angeles, CA",2060,1100
15000US060371349051,"BG 1, Tract 1349.05, Los Angeles, CA",4672,888
15000US060371349052,"BG 2, Tract 1349.05, Los Angeles, CA",1374,569
15000US060371349061,"BG 1, Tract 1349.06, Los Angeles, CA",1163,421
15000US060371349062,"BG 2, Tract 1349.06, Los Angeles, CA",1770,544
15000US060371349071,"BG 1, Tract 1349.07, Los Angeles, CA",1202,318
15000US060371349072,"BG 2, Tract 1349.07, Los Angeles, CA",2652,1079
15000US060371351021,"BG 1, Tract 1351.02, Los Angeles, CA",1274,319
15000US060371351022,"BG 2, Tract 1351.02, Los Angeles, CA",1159,365
15000US060371351023,"BG 3, Tract 1351.02, Los Angeles, CA",1415,394
15000US060371351111,"BG 1, Tract 1351.11, Los Angeles, CA",1671,994
15000US060371351112,"BG 2, Tract 1351.11, Los Angeles, CA",806,263
15000US060371351113,"BG 3, Tract 1351.11, Los Angeles, CA",1330,482
15000US060371351131,"BG 1, Tract 1351.13, Los Angeles, CA",1429,334
15000US060371351132,"BG 2, Tract 1351.13, Los Angeles, CA",1551,413
15000US060371351151,"BG 1, Tract 1351.15, Los Angeles, CA",1827,526
15000US060371351152,"BG 2, Tract 1351.15, Los Angeles, CA",2094,496
15000US060371351161,"BG 1, Tract 1351.16, Los Angeles, CA",759,334
15000US060371351162,"BG 2, Tract 1351.16, Los Angeles, CA",748,132
15000US060371352011,"BG 1, Tract 1352.01, Los Angeles, CA",2174,487
15000US060371352012,"BG 2, Tract 1352.01, Los Angeles, CA",825,230
15000US060371352021,"BG 1, Tract 1352.02, Los Angeles, CA",1483,570
15000US060371352022,"BG 2, Tract 1352.02, Los Angeles, CA",1536,563
15000US060371352023,"BG 3, Tract 1352.02, Los Angeles, CA",1726,401
15000US060371352041,"BG 1, Tract 1352.04, Los Angeles, CA",1589,453
15000US060371352042,"BG 2, Tract 1352.04, Los Angeles, CA",1137,492
15000US060371352043,"BG 3, Tract 1352.04, Los Angeles, CA",1939,788
15000US060371352051,"BG 1, Tract 1352.05, Los Angeles, CA",1048,249
15000US060371352052,"BG 2, Tract 1352.05, Los Angeles, CA",826,288
15000US060371370001,"BG 1, Tract 1370, Los Angeles, CA",2066,389
15000US060371370002,"BG 2, Tract 1370, Los Angeles, CA",2757,626
15000US060371371031,"BG 1, Tract 1371.03, Los Angeles, CA",1094,353
15000US060371371032,"BG 2, Tract 1371.03, Los Angeles, CA",1321,533
15000US060371371033,"BG 3, Tract 1371.03, Los Angeles, CA",1351,540
15000US060371371034,"BG 4, Tract 1371.03, Los Angeles, CA",1334,439
15000US060371371041,"BG 1, Tract 1371.04, Los Angeles, CA",1133,302
15000US060371371042,"BG 2, Tract 1371.04, Los Angeles, CA",1100,380
15000US060371372021,"BG 1, Tract 1372.02, Los Angeles, CA",351,181
15000US060371372022,"BG 2, Tract 1372.02, Los Angeles, CA",2075,437
15000US060371372023,"BG 3, Tract 1372.02, Los Angeles, CA",942,478
15000US060371372031,"BG 1, Tract 1372.03, Los Angeles, CA",641,237
15000US060371372032,"BG 2, Tract 1372.03, Los Angeles, CA",1954,682
15000US060371373011,"BG 1, Tract 1373.01, Los Angeles, CA",2182,455
15000US060371373021,"BG 1, Tract 1373.02, Los Angeles, CA",1742,386
15000US060371373022,"BG 2, Tract 1373.02, Los Angeles, CA",2822,418
15000US060371374011,"BG 1, Tract 1374.01, Los Angeles, CA",1101,307
15000US060371374012,"BG 2, Tract 1374.01, Los Angeles, CA",1339,342
15000US060371374013,"BG 3, Tract 1374.01, Los Angeles, CA",2233,576
15000US060371374021,"BG 1, Tract 1374.02, Los Angeles, CA",1737,494
15000US060371374022,"BG 2, Tract 1374.02, Los Angeles, CA",1438,768
15000US060371374023,"BG 3, Tract 1374.02, Los Angeles, CA",2730,1019
15000US060371375011,"BG 1, Tract 1375.01, Los Angeles, CA",942,375
15000US060371375012,"BG 2, Tract 1375.01, Los Angeles, CA",2778,688
15000US060371375013,"BG 3, Tract 1375.01, Los Angeles, CA",1775,403
15000US060371375021,"BG 1, Tract 1375.02, Los Angeles, CA",1102,452
15000US060371375022,"BG 2, Tract 1375.02, Los Angeles, CA",1946,427
15000US060371375023,"BG 3, Tract 1375.02, Los Angeles, CA",1534,355
15000US060371375041,"BG 1, Tract 1375.04, Los Angeles, CA",1889,286
15000US060371380001,"BG 1, Tract 1380, Los Angeles, CA",1617,365
15000US060371380002,"BG 2, Tract 1380, Los Angeles, CA",1002,352
15000US060371380003,"BG 3, Tract 1380, Los Angeles, CA",2158,542
15000US060371390011,"BG 1, Tract 1390.01, Los Angeles, CA",1259,349
15000US060371390012,"BG 2, Tract 1390.01, Los Angeles, CA",1581,453
15000US060371390013,"BG 3, Tract 1390.01, Los Angeles, CA",1431,569
15000US060371390014,"BG 4, Tract 1390.01, Los Angeles, CA",1244,566
15000US060371392001,"BG 1, Tract 1392, Los Angeles, CA",1264,524
15000US060371392002,"BG 2, Tract 1392, Los Angeles, CA",1217,575
15000US060371392003,"BG 3, Tract 1392, Los Angeles, CA",904,373
15000US060371392004,"BG 4, Tract 1392, Los Angeles, CA",2373,671
15000US060371393011,"BG 1, Tract 1393.01, Los Angeles, CA",1370,383
15000US060371393012,"BG 2, Tract 1393.01, Los Angeles, CA",696,274
15000US060371393013,"BG 3, Tract 1393.01, Los Angeles, CA",2071,619
15000US060371393021,"BG 1, Tract 1393.02, Los Angeles, CA",2025,590
15000US060371393022,"BG 2, Tract 1393.02, Los Angeles, CA",1804,436
15000US060371393023,"BG 3, Tract 1393.02, Los Angeles, CA",1172,436
15000US060371393031,"BG 1, Tract 1393.03, Los Angeles, CA",1598,416
15000US060371393032,"BG 2, Tract 1393.03, Los Angeles, CA",1238,355
15000US060371393033,"BG 3, Tract 1393.03, Los Angeles, CA",1971,496
15000US060371394011,"BG 1, Tract 1394.01, Los Angeles, CA",650,266
15000US060371394012,"BG 2, Tract 1394.01, Los Angeles, CA",1781,336
15000US060371394021,"BG 1, Tract 1394.02, Los Angeles, CA",1012,203
15000US060371394022,"BG 2, Tract 1394.02, Los Angeles, CA",1034,369
15000US060371394023,"BG 3, Tract 1394.02, Los Angeles, CA",788,377
15000US060371395021,"BG 1, Tract 1395.02, Los Angeles, CA",2076,439
15000US060371395022,"BG 2, Tract 1395.02, Los Angeles, CA",1239,273
15000US060371395041,"BG 1, Tract 1395.04, Los Angeles, CA",2521,496
15000US060371395042,"BG 2, Tract 1395.04, Los Angeles, CA",1243,331
15000US060371395051,"BG 1, Tract 1395.05, Los Angeles, CA",1057,265
15000US060371395052,"BG 2, Tract 1395.05, Los Angeles, CA",1455,495
15000US060371395061,"BG 1, Tract 1395.06, Los Angeles, CA",1147,302
15000US060371395062,"BG 2, Tract 1395.06, Los Angeles, CA",1962,811
15000US060371396001,"BG 1, Tract 1396, Los Angeles, CA",2362,640
15000US060371396002,"BG 2, Tract 1396, Los Angeles, CA",1918,618
15000US060371396003,"BG 3, Tract 1396, Los Angeles, CA",884,394
15000US060371397011,"BG 1, Tract 1397.01, Los Angeles, CA",565,291
15000US060371397012,"BG 2, Tract 1397.01, Los Angeles, CA",2034,608
15000US060371397013,"BG 3, Tract 1397.01, Los Angeles, CA",1184,528
15000US060371397014,"BG 4, Tract 1397.01, Los Angeles, CA",1207,523
15000US060371397015,"BG 5, Tract 1397.01, Los Angeles, CA",645,211
15000US060371397031,"BG 1, Tract 1397.03, Los Angeles, CA",2554,330
15000US060371397041,"BG 1, Tract 1397.04, Los Angeles, CA",2871,564
15000US060371397051,"BG 1, Tract 1397.05, Los Angeles, CA",1378,516
15000US060371397052,"BG 2, Tract 1397.05, Los Angeles, CA",1430,598
15000US060371397053,"BG 3, Tract 1397.05, Los Angeles, CA",1203,319
15000US060371398011,"BG 1, Tract 1398.01, Los Angeles, CA",1226,335
15000US060371398012,"BG 2, Tract 1398.01, Los Angeles, CA",2288,439
15000US060371398021,"BG 1, Tract 1398.02, Los Angeles, CA",1735,465
15000US060371398022,"BG 2, Tract 1398.02, Los Angeles, CA",2097,450
15000US060371411011,"BG 1, Tract 1411.01, Los Angeles, CA",1678,570
15000US060371411012,"BG 2, Tract 1411.01, Los Angeles, CA",1948,509
15000US060371411013,"BG 3, Tract 1411.01, Los Angeles, CA",1065,346
15000US060371411021,"BG 1, Tract 1411.02, Los Angeles, CA",991,309
15000US060371411022,"BG 2, Tract 1411.02, Los Angeles, CA",1968,327
15000US060371412011,"BG 1, Tract 1412.01, Los Angeles, CA",1765,464
15000US060371412012,"BG 2, Tract 1412.01, Los Angeles, CA",1542,341
15000US060371412013,"BG 3, Tract 1412.01, Los Angeles, CA",647,218
15000US060371412021,"BG 1, Tract 1412.02, Los Angeles, CA",739,222
15000US060371412022,"BG 2, Tract 1412.02, Los Angeles, CA",1496,522
15000US060371412023,"BG 3, Tract 1412.02, Los Angeles, CA",876,217
15000US060371413031,"BG 1, Tract 1413.03, Los Angeles, CA",1656,385
15000US060371413032,"BG 2, Tract 1413.03, Los Angeles, CA",1399,353
15000US060371413041,"BG 1, Tract 1413.04, Los Angeles, CA",1804,665
15000US060371413042,"BG 2, Tract 1413.04, Los Angeles, CA",1143,278
15000US060371413051,"BG 1, Tract 1413.05, Los Angeles, CA",1738,409
15000US060371413052,"BG 2, Tract 1413.05, Los Angeles, CA",1175,375
15000US060371413061,"BG 1, Tract 1413.06, Los Angeles, CA",1190,561
15000US060371413062,"BG 2, Tract 1413.06, Los Angeles, CA",2032,464
15000US060371414001,"BG 1, Tract 1414, Los Angeles, CA",1728,557
15000US060371414002,"BG 2, Tract 1414, Los Angeles, CA",1535,615
15000US060371414003,"BG 3, Tract 1414, Los Angeles, CA",1758,459
15000US060371415001,"BG 1, Tract 1415, Los Angeles, CA",2887,678
15000US060371416001,"BG 1, Tract 1416, Los Angeles, CA",1496,326
15000US060371416002,"BG 2, Tract 1416, Los Angeles, CA",1200,422
15000US060371416003,"BG 3, Tract 1416, Los Angeles, CA",1339,321
15000US060371417001,"BG 1, Tract 1417, Los Angeles, CA",828,260
15000US060371417002,"BG 2, Tract 1417, Los Angeles, CA",1623,391
15000US060371417003,"BG 3, Tract 1417, Los Angeles, CA",635,320
15000US060371431011,"BG 1, Tract 1431.01, Los Angeles, CA",846,510
15000US060371431012,"BG 2, Tract 1431.01, Los Angeles, CA",1370,237
15000US060371431021,"BG 1, Tract 1431.02, Los Angeles, CA",2174,289
15000US060371432001,"BG 1, Tract 1432, Los Angeles, CA",2174,563
15000US060371432002,"BG 2, Tract 1432, Los Angeles, CA",934,333
15000US060371432003,"BG 3, Tract 1432, Los Angeles, CA",1107,337
15000US060371433011,"BG 1, Tract 1433.01, Los Angeles, CA",570,289
15000US060371433012,"BG 2, Tract 1433.01, Los Angeles, CA",2703,748
15000US060371433021,"BG 1, Tract 1433.02, Los Angeles, CA",567,309
15000US060371433022,"BG 2, Tract 1433.02, Los Angeles, CA",1479,368
15000US060371433023,"BG 3, Tract 1433.02, Los Angeles, CA",1255,338
15000US060371434011,"BG 1, Tract 1434.01, Los Angeles, CA",2878,517
15000US060371434012,"BG 2, Tract 1434.01, Los Angeles, CA",800,290
15000US060371434013,"BG 3, Tract 1434.01, Los Angeles, CA",1622,558
15000US060371434021,"BG 1, Tract 1434.02, Los Angeles, CA",1714,487
15000US060371434022,"BG 2, Tract 1434.02, Los Angeles, CA",245,111
15000US060371435001,"BG 1, Tract 1435, Los Angeles, CA",1196,390
15000US060371435002,"BG 2, Tract 1435, Los Angeles, CA",1186,569
15000US060371435003,"BG 3, Tract 1435, Los Angeles, CA",1718,416
15000US060371435004,"BG 4, Tract 1435, Los Angeles, CA",1225,432
15000US060371436021,"BG 1, Tract 1436.02, Los Angeles, CA",917,254
15000US060371436022,"BG 2, Tract 1436.02, Los Angeles, CA",2648,863
15000US060371436023,"BG 3, Tract 1436.02, Los Angeles, CA",1251,338
15000US060371436031,"BG 1, Tract 1436.03, Los Angeles, CA",1784,304
15000US060371436032,"BG 2, Tract 1436.03, Los Angeles, CA",668,203
15000US060371436051,"BG 1, Tract 1436.05, Los Angeles, CA",1899,278
15000US060371436061,"BG 1, Tract 1436.06, Los Angeles, CA",1759,303
15000US060371437001,"BG 1, Tract 1437, Los Angeles, CA",1111,379
15000US060371437002,"BG 2, Tract 1437, Los Angeles, CA",1063,271
15000US060371437003,"BG 3, Tract 1437, Los Angeles, CA",1206,305
15000US060371438011,"BG 1, Tract 1438.01, Los Angeles, CA",2008,437
15000US060371438012,"BG 2, Tract 1438.01, Los Angeles, CA",1193,466
15000US060371438021,"BG 1, Tract 1438.02, Los Angeles, CA",720,194
15000US060371438022,"BG 2, Tract 1438.02, Los Angeles, CA",1553,374
15000US060371439011,"BG 1, Tract 1439.01, Los Angeles, CA",951,405
15000US060371439012,"BG 2, Tract 1439.01, Los Angeles, CA",1633,442
15000US060371439013,"BG 3, Tract 1439.01, Los Angeles, CA",1471,253
15000US060371439021,"BG 1, Tract 1439.02, Los Angeles, CA",1662,360
15000US060371439022,"BG 2, Tract 1439.02, Los Angeles, CA",1505,234
15000US060371810001,"BG 1, Tract 1810, Los Angeles, CA",719,305
15000US060371810002,"BG 2, Tract 1810, Los Angeles, CA",1412,409
15000US060371810003,"BG 3, Tract 1810, Los Angeles, CA",895,336
15000US060371810004,"BG 4, Tract 1810, Los Angeles, CA",758,274
15000US060371810005,"BG 5, Tract 1810, Los Angeles, CA",1804,707
15000US060371813001,"BG 1, Tract 1813, Los Angeles, CA",1341,395
15000US060371813002,"BG 2, Tract 1813, Los Angeles, CA",838,251
15000US060371813003,"BG 3, Tract 1813, Los Angeles, CA",1874,399
15000US060371814001,"BG 1, Tract 1814, Los Angeles, CA",1358,343
15000US060371814002,"BG 2, Tract 1814, Los Angeles, CA",1409,588
15000US060371814003,"BG 3, Tract 1814, Los Angeles, CA",1696,270
15000US060371815001,"BG 1, Tract 1815, Los Angeles, CA",1084,507
15000US060371815002,"BG 2, Tract 1815, Los Angeles, CA",1626,342
15000US060371815003,"BG 3, Tract 1815, Los Angeles, CA",1304,437
15000US060371816001,"BG 1, Tract 1816, Los Angeles, CA",2569,218
15000US060371816002,"BG 2, Tract 1816, Los Angeles, CA",1639,440
15000US060371831011,"BG 1, Tract 1831.01, Los Angeles, CA",602,298
15000US060371831012,"BG 2, Tract 1831.01, Los Angeles, CA",1241,341
15000US060371831013,"BG 3, Tract 1831.01, Los Angeles, CA",1119,339
15000US060371831031,"BG 1, Tract 1831.03, Los Angeles, CA",2502,742
15000US060371831032,"BG 2, Tract 1831.03, Los Angeles, CA",1922,380
15000US060371831041,"BG 1, Tract 1831.04, Los Angeles, CA",1940,169
15000US060371832201,"BG 1, Tract 1832.20, Los Angeles, CA",540,166
15000US060371832202,"BG 2, Tract 1832.20, Los Angeles, CA",1170,328
15000US060371832203,"BG 3, Tract 1832.20, Los Angeles, CA",1244,383
15000US060371832211,"BG 1, Tract 1832.21, Los Angeles, CA",560,247
15000US060371832212,"BG 2, Tract 1832.21, Los Angeles, CA",2632,606
15000US060371832221,"BG 1, Tract 1832.22, Los Angeles, CA",887,324
15000US060371832222,"BG 2, Tract 1832.22, Los Angeles, CA",1452,465
15000US060371832223,"BG 3, Tract 1832.22, Los Angeles, CA",1120,361
15000US060371833001,"BG 1, Tract 1833, Los Angeles, CA",928,272
15000US060371833002,"BG 2, Tract 1833, Los Angeles, CA",1032,405
15000US060371833003,"BG 3, Tract 1833, Los Angeles, CA",1180,355
15000US060371834011,"BG 1, Tract 1834.01, Los Angeles, CA",1683,510
15000US060371834012,"BG 2, Tract 1834.01, Los Angeles, CA",909,267
15000US060371834021,"BG 1, Tract 1834.02, Los Angeles, CA",1116,306
15000US060371834022,"BG 2, Tract 1834.02, Los Angeles, CA",2059,524
15000US060371835101,"BG 1, Tract 1835.10, Los Angeles, CA",976,248
15000US060371835102,"BG 2, Tract 1835.10, Los Angeles, CA",1456,304
15000US060371835201,"BG 1, Tract 1835.20, Los Angeles, CA",1491,426
15000US060371835202,"BG 2, Tract 1835.20, Los Angeles, CA",2001,621
15000US060371836101,"BG 1, Tract 1836.10, Los Angeles, CA",991,297
15000US060371836102,"BG 2, Tract 1836.10, Los Angeles, CA",1835,291
15000US060371836201,"BG 1, Tract 1836.20, Los Angeles, CA",2502,392
15000US060371836202,"BG 2, Tract 1836.20, Los Angeles, CA",565,285
15000US060371837011,"BG 1, Tract 1837.01, Los Angeles, CA",1112,284
15000US060371837012,"BG 2, Tract 1837.01, Los Angeles, CA",1031,334
15000US060371837013,"BG 3, Tract 1837.01, Los Angeles, CA",1302,456
15000US060371837021,"BG 1, Tract 1837.02, Los Angeles, CA",1981,485
15000US060371837022,"BG 2, Tract 1837.02, Los Angeles, CA",1026,230
15000US060371838101,"BG 1, Tract 1838.10, Los Angeles, CA",1795,422
15000US060371838102,"BG 2, Tract 1838.10, Los Angeles, CA",2344,512
15000US060371838201,"BG 1, Tract 1838.20, Los Angeles, CA",1939,537
15000US060371838202,"BG 2, Tract 1838.20, Los Angeles, CA",1634,363
15000US060371851011,"BG 1, Tract 1851.01, Los Angeles, CA",847,348
15000US060371851012,"BG 2, Tract 1851.01, Los Angeles, CA",1561,322
15000US060371851021,"BG 1, Tract 1851.02, Los Angeles, CA",1287,261
15000US060371851022,"BG 2, Tract 1851.02, Los Angeles, CA",2216,807
15000US060371852021,"BG 1, Tract 1852.02, Los Angeles, CA",1059,603
15000US060371852022,"BG 2, Tract 1852.02, Los Angeles, CA",2023,628
15000US060371852023,"BG 3, Tract 1852.02, Los Angeles, CA",1017,270
15000US060371852031,"BG 1, Tract 1852.03, Los Angeles, CA",1170,229
15000US060371852032,"BG 2, Tract 1852.03, Los Angeles, CA",1327,315
15000US060371852041,"BG 1, Tract 1852.04, Los Angeles, CA",1394,184
15000US060371852042,"BG 2, Tract 1852.04, Los Angeles, CA",494,137
15000US060371853101,"BG 1, Tract 1853.10, Los Angeles, CA",1200,260
15000US060371853102,"BG 2, Tract 1853.10, Los Angeles, CA",1671,473
15000US060371853201,"BG 1, Tract 1853.20, Los Angeles, CA",1692,379
15000US060371853202,"BG 2, Tract 1853.20, Los Angeles, CA",1179,277
15000US060371861001,"BG 1, Tract 1861, Los Angeles, CA",857,235
15000US060371861002,"BG 2, Tract 1861, Los Angeles, CA",1272,342
15000US060371861003,"BG 3, Tract 1861, Los Angeles, CA",1701,416
15000US060371861004,"BG 4, Tract 1861, Los Angeles, CA",803,336
15000US060371862011,"BG 1, Tract 1862.01, Los Angeles, CA",932,299
15000US060371862012,"BG 2, Tract 1862.01, Los Angeles, CA",2442,850
15000US060371862021,"BG 1, Tract 1862.02, Los Angeles, CA",592,116
15000US060371862022,"BG 2, Tract 1862.02, Los Angeles, CA",1216,288
15000US060371862031,"BG 1, Tract 1862.03, Los Angeles, CA",1478,290
15000US060371862032,"BG 2, Tract 1862.03, Los Angeles, CA",1275,365
15000US060371863011,"BG 1, Tract 1863.01, Los Angeles, CA",1036,264
15000US060371863012,"BG 2, Tract 1863.01, Los Angeles, CA",699,233
15000US060371863013,"BG 3, Tract 1863.01, Los Angeles, CA",994,236
15000US060371863021,"BG 1, Tract 1863.02, Los Angeles, CA",1478,361
15000US060371863022,"BG 2, Tract 1863.02, Los Angeles, CA",1452,431
15000US060371863023,"BG 3, Tract 1863.02, Los Angeles, CA",1789,573
15000US060371864011,"BG 1, Tract 1864.01, Los Angeles, CA",2098,383
15000US060371864012,"BG 2, Tract 1864.01, Los Angeles, CA",850,457
15000US060371864031,"BG 1, Tract 1864.03, Los Angeles, CA",1211,382
15000US060371864032,"BG 2, Tract 1864.03, Los Angeles, CA",1322,264
15000US060371864041,"BG 1, Tract 1864.04, Los Angeles, CA",1463,283
15000US060371864042,"BG 2, Tract 1864.04, Los Angeles, CA",1065,420
15000US060371871011,"BG 1, Tract 1871.01, Los Angeles, CA",1221,321
15000US060371871012,"BG 2, Tract 1871.01, Los Angeles, CA",1893,317
15000US060371871021,"BG 1, Tract 1871.02, Los Angeles, CA",1195,567
15000US060371871022,"BG 2, Tract 1871.02, Los Angeles, CA",3299,699
15000US060371872001,"BG 1, Tract 1872, Los Angeles, CA",1512,404
15000US060371872002,"BG 2, Tract 1872, Los Angeles, CA",1396,444
15000US060371873001,"BG 1, Tract 1873, Los Angeles, CA",1872,335
15000US060371873002,"BG 2, Tract 1873, Los Angeles, CA",1948,496
15000US060371881001,"BG 1, Tract 1881, Los Angeles, CA",1752,453
15000US060371881002,"BG 2, Tract 1881, Los Angeles, CA",917,242
15000US060371881003,"BG 3, Tract 1881, Los Angeles, CA",1087,466
15000US060371882011,"BG 1, Tract 1882.01, Los Angeles, CA",1384,254
15000US060371882012,"BG 2, Tract 1882.01, Los Angeles, CA",568,146
15000US060371882013,"BG 3, Tract 1882.01, Los Angeles, CA",887,173
15000US060371882021,"BG 1, Tract 1882.02, Los Angeles, CA",1254,352
15000US060371882022,"BG 2, Tract 1882.02, Los Angeles, CA",973,387
15000US060371882023,"BG 3, Tract 1882.02, Los Angeles, CA",816,345
15000US060371883001,"BG 1, Tract 1883, Los Angeles, CA",839,188
15000US060371883002,"BG 2, Tract 1883, Los Angeles, CA",1292,475
15000US060371883003,"BG 3, Tract 1883, Los Angeles, CA",1097,310
15000US060371891011,"BG 1, Tract 1891.01, Los Angeles, CA",1109,235
15000US060371891012,"BG 2, Tract 1891.01, Los Angeles, CA",653,175
15000US060371891013,"BG 3, Tract 1891.01, Los Angeles, CA",699,219
15000US060371891021,"BG 1, Tract 1891.02, Los Angeles, CA",1366,364
15000US060371891022,"BG 2, Tract 1891.02, Los Angeles, CA",985,210
15000US060371891023,"BG 3, Tract 1891.02, Los Angeles, CA",1446,304
15000US060371892011,"BG 1, Tract 1892.01, Los Angeles, CA",1584,330
15000US060371892012,"BG 2, Tract 1892.01, Los Angeles, CA",1195,283
15000US060371892021,"BG 1, Tract 1892.02, Los Angeles, CA",1036,316
15000US060371892022,"BG 2, Tract 1892.02, Los Angeles, CA",687,272
15000US060371892023,"BG 3, Tract 1892.02, Los Angeles, CA",1444,452
15000US060371893001,"BG 1, Tract 1893, Los Angeles, CA",1014,356
15000US060371893002,"BG 2, Tract 1893, Los Angeles, CA",1118,335
15000US060371893003,"BG 3, Tract 1893, Los Angeles, CA",622,215
15000US060371894001,"BG 1, Tract 1894, Los Angeles, CA",1358,343
15000US060371894002,"BG 2, Tract 1894, Los Angeles, CA",509,176
15000US060371894003,"BG 3, Tract 1894, Los Angeles, CA",1144,423
15000US060371895011,"BG 1, Tract 1895.01, Los Angeles, CA",739,204
15000US060371895012,"BG 2, Tract 1895.01, Los Angeles, CA",1475,404
15000US060371895021,"BG 1, Tract 1895.02, Los Angeles, CA",1008,209
15000US060371895022,"BG 2, Tract 1895.02, Los Angeles, CA",834,241
15000US060371896001,"BG 1, Tract 1896, Los Angeles, CA",1678,350
15000US060371896002,"BG 2, Tract 1896, Los Angeles, CA",862,239
15000US060371896003,"BG 3, Tract 1896, Los Angeles, CA",1118,516
15000US060371897021,"BG 1, Tract 1897.02, Los Angeles, CA",895,306
15000US060371897022,"BG 2, Tract 1897.02, Los Angeles, CA",1498,418
15000US060371897031,"BG 1, Tract 1897.03, Los Angeles, CA",995,216
15000US060371897032,"BG 2, Tract 1897.03, Los Angeles, CA",998,303
15000US060371897041,"BG 1, Tract 1897.04, Los Angeles, CA",562,221
15000US060371897042,"BG 2, Tract 1897.04, Los Angeles, CA",1537,536
15000US060371898011,"BG 1, Tract 1898.01, Los Angeles, CA",1376,269
15000US060371898012,"BG 2, Tract 1898.01, Los Angeles, CA",816,257
15000US060371898021,"BG 1, Tract 1898.02, Los Angeles, CA",1121,318
15000US060371898022,"BG 2, Tract 1898.02, Los Angeles, CA",858,202
15000US060371899031,"BG 1, Tract 1899.03, Los Angeles, CA",803,173
15000US060371899032,"BG 2, Tract 1899.03, Los Angeles, CA",1388,261
15000US060371899041,"BG 1, Tract 1899.04, Los Angeles, CA",1458,353
15000US060371899042,"BG 2, Tract 1899.04, Los Angeles, CA",974,259
15000US060371899051,"BG 1, Tract 1899.05, Los Angeles, CA",1074,596
15000US060371899052,"BG 2, Tract 1899.05, Los Angeles, CA",1347,255
15000US060371899061,"BG 1, Tract 1899.06, Los Angeles, CA",1337,368
15000US060371899062,"BG 2, Tract 1899.06, Los Angeles, CA",1154,257
15000US060371899071,"BG 1, Tract 1899.07, Los Angeles, CA",1454,859
15000US060371899072,"BG 2, Tract 1899.07, Los Angeles, CA",1089,180
15000US060371901011,"BG 1, Tract 1901.01, Los Angeles, CA",946,369
15000US060371901012,"BG 2, Tract 1901.01, Los Angeles, CA",653,169
15000US060371901021,"BG 1, Tract 1901.02, Los Angeles, CA",1397,553
15000US060371901022,"BG 2, Tract 1901.02, Los Angeles, CA",852,326
15000US060371902011,"BG 1, Tract 1902.01, Los Angeles, CA",2119,549
15000US060371902012,"BG 2, Tract 1902.01, Los Angeles, CA",1554,423
15000US060371902021,"BG 1, Tract 1902.02, Los Angeles, CA",785,243
15000US060371902022,"BG 2, Tract 1902.02, Los Angeles, CA",980,298
15000US060371902023,"BG 3, Tract 1902.02, Los Angeles, CA",955,368
15000US060371903021,"BG 1, Tract 1903.02, Los Angeles, CA",1416,522
15000US060371903022,"BG 2, Tract 1903.02, Los Angeles, CA",1295,293
15000US060371903031,"BG 1, Tract 1903.03, Los Angeles, CA",1827,432
